round,date,k1,k2,k3,k4,k5,sales,price,sold_lines,source_file,source_sha256
511,20120915,6,37,1524,72310,1209004,53970308000,1000,53970308,api-0073.json,47b73afb91a5d7f56d3e94f864050898b268b72a53e99cfdffae8dce323357aa
512,20120922,13,52,1682,82439,1318396,54017801000,1000,54017801,api-0073.json,47b73afb91a5d7f56d3e94f864050898b268b72a53e99cfdffae8dce323357aa
513,20120929,3,54,1626,82270,1337355,58317548000,1000,58317548,api-0073.json,47b73afb91a5d7f56d3e94f864050898b268b72a53e99cfdffae8dce323357aa
514,20121006,3,36,1362,70323,1181166,54452404000,1000,54452404,api-0073.json,47b73afb91a5d7f56d3e94f864050898b268b72a53e99cfdffae8dce323357aa
515,20121013,1,35,1450,74773,1258039,55258935000,1000,55258935,api-0073.json,47b73afb91a5d7f56d3e94f864050898b268b72a53e99cfdffae8dce323357aa
516,20121020,11,32,1338,67233,1169955,56385762000,1000,56385762,api-0073.json,47b73afb91a5d7f56d3e94f864050898b268b72a53e99cfdffae8dce323357aa
517,20121027,5,40,1493,70854,1192872,54468223000,1000,54468223,api-0073.json,47b73afb91a5d7f56d3e94f864050898b268b72a53e99cfdffae8dce323357aa
518,20121103,6,34,1349,71110,1198970,55321566000,1000,55321566,api-0072.json,09ee635a659380e30582183c20a4674d9b87312ef5df6b41ef303df710b5a8f4
519,20121110,7,32,1357,71405,1206248,55614206000,1000,55614206,api-0072.json,09ee635a659380e30582183c20a4674d9b87312ef5df6b41ef303df710b5a8f4
520,20121117,6,37,1627,77196,1260891,55003797000,1000,55003797,api-0072.json,09ee635a659380e30582183c20a4674d9b87312ef5df6b41ef303df710b5a8f4
521,20121124,8,53,1612,75589,1250016,56185373000,1000,56185373,api-0072.json,09ee635a659380e30582183c20a4674d9b87312ef5df6b41ef303df710b5a8f4
522,20121201,6,39,1495,76078,1293961,57053378000,1000,57053378,api-0072.json,09ee635a659380e30582183c20a4674d9b87312ef5df6b41ef303df710b5a8f4
523,20121208,7,43,1557,79706,1247454,53678449000,1000,53678449,api-0072.json,09ee635a659380e30582183c20a4674d9b87312ef5df6b41ef303df710b5a8f4
524,20121215,4,36,1338,67866,1163075,55662103000,1000,55662103,api-0072.json,09ee635a659380e30582183c20a4674d9b87312ef5df6b41ef303df710b5a8f4
525,20121222,9,41,1543,73791,1215973,55566007000,1000,55566007,api-0072.json,09ee635a659380e30582183c20a4674d9b87312ef5df6b41ef303df710b5a8f4
526,20121229,9,49,1539,78325,1291054,56527807000,1000,56527807,api-0072.json,09ee635a659380e30582183c20a4674d9b87312ef5df6b41ef303df710b5a8f4
527,20130105,13,29,1967,83212,1287504,56985634000,1000,56985634,api-0072.json,09ee635a659380e30582183c20a4674d9b87312ef5df6b41ef303df710b5a8f4
528,20130112,11,86,1811,87443,1366616,57548541000,1000,57548541,api-0071.json,3ca4416aa266703009f80d841d45be213f9cf46faeedffef4459646c2a40acb1
529,20130119,8,33,1502,75069,1282443,57645779000,1000,57645779,api-0071.json,3ca4416aa266703009f80d841d45be213f9cf46faeedffef4459646c2a40acb1
530,20130126,11,40,1449,75595,1255300,56241083000,1000,56241083,api-0071.json,3ca4416aa266703009f80d841d45be213f9cf46faeedffef4459646c2a40acb1
531,20130202,9,42,1618,78757,1317489,57567064000,1000,57567064,api-0071.json,3ca4416aa266703009f80d841d45be213f9cf46faeedffef4459646c2a40acb1
532,20130209,7,26,1480,74186,1288672,61687384000,1000,61687384,api-0071.json,3ca4416aa266703009f80d841d45be213f9cf46faeedffef4459646c2a40acb1
533,20130216,8,44,1517,78509,1333013,59275357000,1000,59275357,api-0071.json,3ca4416aa266703009f80d841d45be213f9cf46faeedffef4459646c2a40acb1
534,20130223,1,55,1537,79943,1332446,59227462000,1000,59227462,api-0071.json,3ca4416aa266703009f80d841d45be213f9cf46faeedffef4459646c2a40acb1
535,20130302,3,31,1512,76742,1336486,60523884000,1000,60523884,api-0071.json,3ca4416aa266703009f80d841d45be213f9cf46faeedffef4459646c2a40acb1
536,20130309,11,40,1676,80139,1336621,59763469000,1000,59763469,api-0071.json,3ca4416aa266703009f80d841d45be213f9cf46faeedffef4459646c2a40acb1
537,20130316,7,35,1444,75265,1265143,59453323000,1000,59453323,api-0071.json,3ca4416aa266703009f80d841d45be213f9cf46faeedffef4459646c2a40acb1
538,20130323,3,48,1724,82529,1347630,59233373000,1000,59233373,api-0070.json,5a01ed952baff9cfb40b2c649d7086027616a8e66fa273b317abef0774633064
539,20130330,9,42,1519,75592,1270479,59168870000,1000,59168870,api-0070.json,5a01ed952baff9cfb40b2c649d7086027616a8e66fa273b317abef0774633064
540,20130406,7,26,1409,72629,1234194,56739658000,1000,56739658,api-0070.json,5a01ed952baff9cfb40b2c649d7086027616a8e66fa273b317abef0774633064
541,20130413,11,40,1444,73911,1246235,57087047000,1000,57087047,api-0070.json,5a01ed952baff9cfb40b2c649d7086027616a8e66fa273b317abef0774633064
542,20130420,6,26,1456,72242,1236252,56949161000,1000,56949161,api-0070.json,5a01ed952baff9cfb40b2c649d7086027616a8e66fa273b317abef0774633064
543,20130427,12,47,1968,81520,1280433,56570245000,1000,56570245,api-0070.json,5a01ed952baff9cfb40b2c649d7086027616a8e66fa273b317abef0774633064
544,20130504,13,47,1527,74263,1235509,56056189000,1000,56056189,api-0070.json,5a01ed952baff9cfb40b2c649d7086027616a8e66fa273b317abef0774633064
545,20130511,11,42,1497,77301,1306657,55967171000,1000,55967171,api-0070.json,5a01ed952baff9cfb40b2c649d7086027616a8e66fa273b317abef0774633064
546,20130518,30,55,3110,104469,1379107,56713166000,1000,56713166,api-0070.json,5a01ed952baff9cfb40b2c649d7086027616a8e66fa273b317abef0774633064
547,20130525,5,54,1548,75527,1256984,57968466000,1000,57968466,api-0070.json,5a01ed952baff9cfb40b2c649d7086027616a8e66fa273b317abef0774633064
548,20130601,8,46,1646,78057,1291286,57771827000,1000,57771827,api-0069.json,8e57007921044b66daeb06c35627e25b311a9dea56c586fa80e2d4f6ecd6268a
549,20130608,8,35,1487,71700,1213077,56864611000,1000,56864611,api-0069.json,8e57007921044b66daeb06c35627e25b311a9dea56c586fa80e2d4f6ecd6268a
550,20130615,11,58,2728,103421,1328508,56441770000,1000,56441770,api-0069.json,8e57007921044b66daeb06c35627e25b311a9dea56c586fa80e2d4f6ecd6268a
551,20130622,1,32,1440,77811,1313634,56989370000,1000,56989370,api-0069.json,8e57007921044b66daeb06c35627e25b311a9dea56c586fa80e2d4f6ecd6268a
552,20130629,10,45,1808,86409,1347284,57602386000,1000,57602386,api-0069.json,8e57007921044b66daeb06c35627e25b311a9dea56c586fa80e2d4f6ecd6268a
553,20130706,6,52,1647,77687,1272468,56487483000,1000,56487483,api-0069.json,8e57007921044b66daeb06c35627e25b311a9dea56c586fa80e2d4f6ecd6268a
554,20130713,2,41,1484,74436,1234010,56124466000,1000,56124466,api-0069.json,8e57007921044b66daeb06c35627e25b311a9dea56c586fa80e2d4f6ecd6268a
555,20130720,8,46,1554,78046,1296730,57273817000,1000,57273817,api-0069.json,8e57007921044b66daeb06c35627e25b311a9dea56c586fa80e2d4f6ecd6268a
556,20130727,7,41,1411,73689,1257532,57374791000,1000,57374791,api-0069.json,8e57007921044b66daeb06c35627e25b311a9dea56c586fa80e2d4f6ecd6268a
557,20130803,7,43,1503,74569,1238570,55086560000,1000,55086560,api-0069.json,8e57007921044b66daeb06c35627e25b311a9dea56c586fa80e2d4f6ecd6268a
558,20130810,10,51,1408,77834,1206457,54939001000,1000,54939001,api-0068.json,44901802fa4262a3f7e7e810446c8b090a1abf590780c9b5816a7cfe53ac71f6
559,20130817,7,42,1566,73823,1239640,55733418000,1000,55733418,api-0068.json,44901802fa4262a3f7e7e810446c8b090a1abf590780c9b5816a7cfe53ac71f6
560,20130824,7,40,1476,73123,1235465,56565298000,1000,56565298,api-0068.json,44901802fa4262a3f7e7e810446c8b090a1abf590780c9b5816a7cfe53ac71f6
561,20130831,5,41,1434,73966,1252562,56638383000,1000,56638383,api-0068.json,44901802fa4262a3f7e7e810446c8b090a1abf590780c9b5816a7cfe53ac71f6
562,20130907,11,51,1789,85094,1355577,56288212000,1000,56288212,api-0068.json,44901802fa4262a3f7e7e810446c8b090a1abf590780c9b5816a7cfe53ac71f6
563,20130914,7,38,1642,79945,1324790,57320132000,1000,57320132,api-0068.json,44901802fa4262a3f7e7e810446c8b090a1abf590780c9b5816a7cfe53ac71f6
564,20130921,7,32,1649,83100,1358618,58012468000,1000,58012468,api-0068.json,44901802fa4262a3f7e7e810446c8b090a1abf590780c9b5816a7cfe53ac71f6
565,20130928,8,39,1866,85438,1384878,59556622000,1000,59556622,api-0068.json,44901802fa4262a3f7e7e810446c8b090a1abf590780c9b5816a7cfe53ac71f6
566,20131005,4,35,1555,74789,1275890,57666611000,1000,57666611,api-0068.json,44901802fa4262a3f7e7e810446c8b090a1abf590780c9b5816a7cfe53ac71f6
567,20131012,6,53,1547,76284,1271252,57439471000,1000,57439471,api-0068.json,44901802fa4262a3f7e7e810446c8b090a1abf590780c9b5816a7cfe53ac71f6
568,20131019,10,50,1845,87784,1409876,57681628000,1000,57681628,api-0067.json,f8ce7ae19206d619354f90912d5a80042fb2a517baca3d19df67c1a2d2ab31b3
569,20131026,4,36,1706,81582,1329250,58441902000,1000,58441902,api-0067.json,f8ce7ae19206d619354f90912d5a80042fb2a517baca3d19df67c1a2d2ab31b3
570,20131102,9,38,1573,77565,1323078,57654279000,1000,57654279,api-0067.json,f8ce7ae19206d619354f90912d5a80042fb2a517baca3d19df67c1a2d2ab31b3
571,20131109,7,33,1506,74042,1238061,56493528000,1000,56493528,api-0067.json,f8ce7ae19206d619354f90912d5a80042fb2a517baca3d19df67c1a2d2ab31b3
572,20131116,8,53,1734,81361,1274889,56473602000,1000,56473602,api-0067.json,f8ce7ae19206d619354f90912d5a80042fb2a517baca3d19df67c1a2d2ab31b3
573,20131123,8,50,1622,78997,1308493,56092721000,1000,56092721,api-0067.json,f8ce7ae19206d619354f90912d5a80042fb2a517baca3d19df67c1a2d2ab31b3
574,20131130,2,33,1259,68910,1184428,55882933000,1000,55882933,api-0067.json,f8ce7ae19206d619354f90912d5a80042fb2a517baca3d19df67c1a2d2ab31b3
575,20131207,8,45,1488,75000,1257969,56330738000,1000,56330738,api-0067.json,f8ce7ae19206d619354f90912d5a80042fb2a517baca3d19df67c1a2d2ab31b3
576,20131214,3,54,1561,76903,1242512,54691148000,1000,54691148,api-0067.json,f8ce7ae19206d619354f90912d5a80042fb2a517baca3d19df67c1a2d2ab31b3
577,20131221,3,42,1526,79150,1322032,57010827000,1000,57010827,api-0067.json,f8ce7ae19206d619354f90912d5a80042fb2a517baca3d19df67c1a2d2ab31b3
578,20131228,5,43,1615,80303,1326822,58584741000,1000,58584741,api-0066.json,acf9f15b9397daa0bbce3fdacab1c961fdc9cd247144ac4e9277d6a75d2e9105
579,20140104,11,46,1769,85011,1408043,63532871000,1000,63532871,api-0066.json,acf9f15b9397daa0bbce3fdacab1c961fdc9cd247144ac4e9277d6a75d2e9105
580,20140111,7,42,1665,86352,1401162,60514216000,1000,60514216,api-0066.json,acf9f15b9397daa0bbce3fdacab1c961fdc9cd247144ac4e9277d6a75d2e9105
581,20140118,8,39,1384,76964,1321056,60257457000,1000,60257457,api-0066.json,acf9f15b9397daa0bbce3fdacab1c961fdc9cd247144ac4e9277d6a75d2e9105
582,20140125,4,57,1631,79917,1333596,59306953000,1000,59306953,api-0066.json,acf9f15b9397daa0bbce3fdacab1c961fdc9cd247144ac4e9277d6a75d2e9105
583,20140201,11,51,1826,88583,1445611,62675295000,1000,62675295,api-0066.json,acf9f15b9397daa0bbce3fdacab1c961fdc9cd247144ac4e9277d6a75d2e9105
584,20140208,3,32,1464,77972,1328119,61343856000,1000,61343856,api-0066.json,acf9f15b9397daa0bbce3fdacab1c961fdc9cd247144ac4e9277d6a75d2e9105
585,20140215,9,45,1528,79691,1339079,60253002000,1000,60253002,api-0066.json,acf9f15b9397daa0bbce3fdacab1c961fdc9cd247144ac4e9277d6a75d2e9105
586,20140222,8,46,1570,80965,1346737,59502096000,1000,59502096,api-0066.json,acf9f15b9397daa0bbce3fdacab1c961fdc9cd247144ac4e9277d6a75d2e9105
587,20140301,3,43,1437,73745,1254438,59715499000,1000,59715499,api-0066.json,acf9f15b9397daa0bbce3fdacab1c961fdc9cd247144ac4e9277d6a75d2e9105
588,20140308,5,43,1676,78517,1315684,59533101000,1000,59533101,api-0065.json,68dafdcf220cdf9b46c880bd728ad971e14a7a035a8402f4c3cd3cc5e4fa2560
589,20140315,7,42,1559,77435,1301184,60643729000,1000,60643729,api-0065.json,68dafdcf220cdf9b46c880bd728ad971e14a7a035a8402f4c3cd3cc5e4fa2560
590,20140322,7,31,1370,70019,1221113,60003131000,1000,60003131,api-0065.json,68dafdcf220cdf9b46c880bd728ad971e14a7a035a8402f4c3cd3cc5e4fa2560
591,20140329,5,38,1483,73310,1251393,59373946000,1000,59373946,api-0065.json,68dafdcf220cdf9b46c880bd728ad971e14a7a035a8402f4c3cd3cc5e4fa2560
592,20140405,6,28,1406,75519,1284347,58097477000,1000,58097477,api-0065.json,68dafdcf220cdf9b46c880bd728ad971e14a7a035a8402f4c3cd3cc5e4fa2560
593,20140412,9,62,1818,87413,1383890,59368204000,1000,59368204,api-0065.json,68dafdcf220cdf9b46c880bd728ad971e14a7a035a8402f4c3cd3cc5e4fa2560
594,20140419,11,42,1750,79157,1301802,57764442000,1000,57764442,api-0065.json,68dafdcf220cdf9b46c880bd728ad971e14a7a035a8402f4c3cd3cc5e4fa2560
595,20140426,8,54,1501,77652,1281555,57797288000,1000,57797288,api-0065.json,68dafdcf220cdf9b46c880bd728ad971e14a7a035a8402f4c3cd3cc5e4fa2560
596,20140503,10,41,1651,80007,1313990,56561071000,1000,56561071,api-0065.json,68dafdcf220cdf9b46c880bd728ad971e14a7a035a8402f4c3cd3cc5e4fa2560
597,20140510,13,46,1532,75553,1260248,56832361000,1000,56832361,api-0065.json,68dafdcf220cdf9b46c880bd728ad971e14a7a035a8402f4c3cd3cc5e4fa2560
598,20140517,16,50,2053,86005,1333411,57518550000,1000,57518550,api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
599,20140524,8,43,1685,79069,1297530,57381791000,1000,57381791,api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
600,20140531,15,41,1518,77138,1258677,56372519000,1000,56372519,api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
601,20140607,9,28,1516,72233,1205559,55868455000,1000,55868455,api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
602,20140614,8,42,1675,77026,1251693,56262855000,1000,56262855,api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
603,20140621,4,30,1363,71799,1227396,56276650000,1000,56276650,api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
604,20140628,11,36,1451,75476,1266398,56266399000,1000,56266399,api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
605,20140705,9,40,2286,92980,1386335,56622924000,1000,56622924,api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
606,20140712,10,44,1542,82879,1366588,56928896000,1000,56928896,api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
607,20140719,4,35,1448,73277,1220405,56806213000,1000,56806213,api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
608,20140726,7,32,1516,74353,1243159,56146117000,1000,56146117,api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
609,20140802,2,47,1621,80472,1300134,54858201000,1000,54858201,api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
610,20140809,4,34,1398,71718,1218676,56862756000,1000,56862756,api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
611,20140816,4,47,1486,74589,1258998,57411079000,1000,57411079,api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
612,20140823,11,59,1833,86228,1364516,56931314000,1000,56931314,api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
613,20140830,9,30,1538,77945,1299580,57986249000,1000,57986249,api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
614,20140906,6,46,1523,80393,1360707,62301977000,1000,62301977,api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
615,20140913,9,31,1670,83981,1383278,59072378000,1000,59072378,api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
616,20140920,9,49,1700,81118,1350809,60303360000,1000,60303360,api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
617,20140927,8,43,1993,93731,1481805,58958123000,1000,58958123,api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
618,20141004,5,45,1581,75243,1260882,58550803000,1000,58550803,api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
619,20141011,3,59,1712,83710,1355209,58822925000,1000,58822925,api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
620,20141018,7,44,1661,78155,1266599,58342777000,1000,58342777,api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
621,20141025,6,62,1555,82843,1336734,59407216000,1000,59407216,api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
622,20141101,9,34,1629,77626,1270437,59601329000,1000,59601329,api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
623,20141108,8,35,1456,73522,1245962,58504142000,1000,58504142,api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
624,20141115,5,61,1574,78840,1309900,57832726000,1000,57832726,api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
625,20141122,5,45,1654,82014,1354445,58614979000,1000,58614979,api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
626,20141129,8,45,1766,86261,1371217,58986187000,1000,58986187,api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
627,20141206,10,35,1532,74824,1243945,55981334000,1000,55981334,api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
628,20141213,9,37,1628,80147,1323978,57253109000,1000,57253109,api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
629,20141220,5,34,1321,68554,1183752,57618701000,1000,57618701,api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
630,20141227,3,48,1631,84380,1420745,61335894000,1000,61335894,api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
631,20150103,4,46,1676,85710,1491785,65300621000,1000,65300621,api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
632,20150110,11,52,1645,78418,1320223,63066603000,1000,63066603,api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
633,20150117,12,47,1789,87613,1430227,62015797000,1000,62015797,api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
634,20150124,13,54,2208,101514,1562975,63149567000,1000,63149567,api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
635,20150131,8,35,1650,85675,1427626,62429621000,1000,62429621,api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
636,20150207,8,44,1973,90830,1461300,62786394000,1000,62786394,api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
637,20150214,4,45,1637,82147,1369826,63504865000,1000,63504865,api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
638,20150221,7,41,1719,84781,1422596,64319586000,1000,64319586,api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
639,20150228,4,45,1628,84861,1439719,66202599000,1000,66202599,api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
640,20150307,9,48,1639,85410,1404905,64080502000,1000,64080502,api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
641,20150314,8,50,1565,79145,1340371,63773134000,1000,63773134,api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
642,20150321,12,62,1815,88406,1465689,63544224000,1000,63544224,api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
643,20150328,6,43,1525,84656,1407225,63110068000,1000,63110068,api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
644,20150404,8,49,1879,87582,1401744,61846599000,1000,61846599,api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
645,20150411,4,28,1766,87873,1444728,62661756000,1000,62661756,api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
646,20150418,7,36,1522,77400,1321212,62308090000,1000,62308090,api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
647,20150425,7,44,1596,79202,1351926,62314338000,1000,62314338,api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
648,20150502,7,45,1631,80986,1318403,60874405000,1000,60874405,api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
649,20150509,5,45,1689,80347,1313125,60473178000,1000,60473178,api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
650,20150516,5,45,1814,87030,1429743,60991082000,1000,60991082,api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
651,20150523,8,35,1684,82567,1365832,61494891000,1000,61494891,api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
652,20150530,5,36,1504,75739,1280663,60426977000,1000,60426977,api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
653,20150606,14,56,1997,88995,1419408,59716037000,1000,59716037,api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
654,20150613,8,69,1787,77788,1282725,60697813000,1000,60697813,api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
655,20150620,9,41,1610,77437,1281655,60434801000,1000,60434801,api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
656,20150627,2,48,1747,83772,1385757,61328118000,1000,61328118,api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
657,20150704,9,52,1562,78396,1325593,61769837000,1000,61769837,api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
658,20150711,9,38,1678,82738,1364069,61131243000,1000,61131243,api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
659,20150718,11,40,1765,85028,1396789,61677747000,1000,61677747,api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
660,20150725,10,48,1951,88247,1408802,60813322000,1000,60813322,api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
661,20150801,8,63,1830,87840,1426883,59597375000,1000,59597375,api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
662,20150808,8,43,1787,88493,1426759,59164542000,1000,59164542,api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
663,20150815,7,60,1627,84092,1386028,61100704000,1000,61100704,api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
664,20150822,10,44,1530,77395,1320082,61921689000,1000,61921689,api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
665,20150829,4,30,1790,87227,1430205,61885874000,1000,61885874,api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
666,20150905,6,47,1947,93631,1493940,62652917000,1000,62652917,api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
667,20150912,7,40,1543,81344,1368363,63421632000,1000,63421632,api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
668,20150919,5,56,1873,89414,1452289,63346405000,1000,63346405,api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
669,20150926,6,52,1949,93078,1531364,67952211000,1000,67952211,api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
670,20151003,12,39,2145,92680,1483948,62242687000,1000,62242687,api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
671,20151010,4,48,1778,90364,1519963,63940807000,1000,63940807,api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
672,20151017,9,46,1629,80167,1341175,63542330000,1000,63542330,api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
673,20151024,10,35,1864,88838,1450769,63163578000,1000,63163578,api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
674,20151031,8,48,1846,89646,1465031,61386974000,1000,61386974,api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
675,20151107,4,65,1806,88118,1415830,60458623000,1000,60458623,api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
676,20151114,8,63,1665,83276,1371921,62147642000,1000,62147642,api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
677,20151121,8,37,1701,79827,1330115,62267624000,1000,62267624,api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
678,20151128,6,41,1855,93305,1494095,60887293000,1000,60887293,api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
679,20151205,5,54,1829,91171,1493041,62220918000,1000,62220918,api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
680,20151212,14,44,1870,86441,1413980,64245201000,1000,64245201,api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
