round,date,k1,k2,k3,k4,k5,sales,price,sold_lines,source_file,source_sha256
1191,20250927,18,132,3649,184758,2905296,121272809000,1000,121272809,api-0005.json,cbd7f91aacf1675f320395f5504a6d5571cb0448f92cf6c8bb4b43af256e4b07
1192,20251004,29,95,3476,171551,2841016,129050196000,1000,129050196,api-0005.json,cbd7f91aacf1675f320395f5504a6d5571cb0448f92cf6c8bb4b43af256e4b07
1193,20251011,16,84,3635,175936,2782376,118676603000,1000,118676603,api-0005.json,cbd7f91aacf1675f320395f5504a6d5571cb0448f92cf6c8bb4b43af256e4b07
1194,20251018,28,99,5442,186820,2884544,121085706000,1000,121085706,api-0005.json,cbd7f91aacf1675f320395f5504a6d5571cb0448f92cf6c8bb4b43af256e4b07
1195,20251025,10,86,3337,165621,2797760,122918013000,1000,122918013,api-0005.json,cbd7f91aacf1675f320395f5504a6d5571cb0448f92cf6c8bb4b43af256e4b07
1196,20251101,15,94,2837,153894,2619093,121645432000,1000,121645432,api-0005.json,cbd7f91aacf1675f320395f5504a6d5571cb0448f92cf6c8bb4b43af256e4b07
1197,20251108,13,74,3087,162871,2751422,120244434000,1000,120244434,api-0005.json,cbd7f91aacf1675f320395f5504a6d5571cb0448f92cf6c8bb4b43af256e4b07
1198,20251115,10,78,3110,155228,2591974,120207517000,1000,120207517,api-0004.json,92505786aac052490217f6f78b0decb3055b96f5f257e7b6a22f1d11d389f05a
1199,20251122,17,75,3504,157073,2604985,118624796000,1000,118624796,api-0004.json,92505786aac052490217f6f78b0decb3055b96f5f257e7b6a22f1d11d389f05a
1200,20251129,12,80,3584,161754,2673060,118339596000,1000,118339596,api-0004.json,92505786aac052490217f6f78b0decb3055b96f5f257e7b6a22f1d11d389f05a
1201,20251206,19,84,3321,166050,2711377,115389593000,1000,115389593,api-0004.json,92505786aac052490217f6f78b0decb3055b96f5f257e7b6a22f1d11d389f05a
1202,20251213,14,109,3764,180212,2723770,116954237000,1000,116954237,api-0004.json,92505786aac052490217f6f78b0decb3055b96f5f257e7b6a22f1d11d389f05a
1203,20251220,21,118,3588,171960,2784823,121655631000,1000,121655631,api-0004.json,92505786aac052490217f6f78b0decb3055b96f5f257e7b6a22f1d11d389f05a
1204,20251227,18,95,3361,164919,2753835,123758619000,1000,123758619,api-0004.json,92505786aac052490217f6f78b0decb3055b96f5f257e7b6a22f1d11d389f05a
1205,20260103,10,97,3486,174740,2915978,132670747000,1000,132670747,api-0004.json,92505786aac052490217f6f78b0decb3055b96f5f257e7b6a22f1d11d389f05a
1206,20260110,15,74,3329,172867,2897371,121012690000,1000,121012690,api-0004.json,92505786aac052490217f6f78b0decb3055b96f5f257e7b6a22f1d11d389f05a
1207,20260117,17,86,3365,168020,2756042,122934287000,1000,122934287,api-0004.json,92505786aac052490217f6f78b0decb3055b96f5f257e7b6a22f1d11d389f05a
1208,20260124,6,68,2932,149359,2544535,120408668000,1000,120408668,api-0003.json,8f592a3a0c190f95db2f0a4b8984f07dd7651dbc977961cccb13279894f8faba
1209,20260131,22,73,3141,163147,2724028,124040394000,1000,124040394,api-0003.json,8f592a3a0c190f95db2f0a4b8984f07dd7651dbc977961cccb13279894f8faba
1210,20260207,24,153,4649,211663,3139766,123111058000,1000,123111058,api-0003.json,8f592a3a0c190f95db2f0a4b8984f07dd7651dbc977961cccb13279894f8faba
1211,20260214,14,86,3332,174056,2902451,134945802000,1000,134945802,api-0003.json,8f592a3a0c190f95db2f0a4b8984f07dd7651dbc977961cccb13279894f8faba
1212,20260221,12,79,3482,175609,2923618,131727929000,1000,131727929,api-0003.json,8f592a3a0c190f95db2f0a4b8984f07dd7651dbc977961cccb13279894f8faba
1213,20260228,18,110,3724,180063,2958422,131111079000,1000,131111079,api-0003.json,8f592a3a0c190f95db2f0a4b8984f07dd7651dbc977961cccb13279894f8faba
1214,20260307,12,99,3618,177889,2921649,124815860000,1000,124815860,api-0003.json,8f592a3a0c190f95db2f0a4b8984f07dd7651dbc977961cccb13279894f8faba
1215,20260314,16,76,3120,153024,2640357,126977101000,1000,126977101,api-0003.json,8f592a3a0c190f95db2f0a4b8984f07dd7651dbc977961cccb13279894f8faba
1216,20260321,14,87,3181,168089,2853121,125556526000,1000,125556526,api-0003.json,8f592a3a0c190f95db2f0a4b8984f07dd7651dbc977961cccb13279894f8faba
1217,20260328,14,85,3344,163563,2742207,125155256000,1000,125155256,api-0003.json,8f592a3a0c190f95db2f0a4b8984f07dd7651dbc977961cccb13279894f8faba
1218,20260404,18,80,2889,150326,2600819,123335928000,1000,123335928,api-0002.json,38af0a692f47dd0e0f877f0755838efb112a45ca8056c4a3c50ec9de6e1f6109
1219,20260411,12,77,3079,150733,2560905,120945801000,1000,120945801,api-0002.json,38af0a692f47dd0e0f877f0755838efb112a45ca8056c4a3c50ec9de6e1f6109
1220,20260418,14,85,3192,161279,2688906,121958822000,1000,121958822,api-0002.json,38af0a692f47dd0e0f877f0755838efb112a45ca8056c4a3c50ec9de6e1f6109
1221,20260425,16,96,3465,174082,2745724,122979623000,1000,122979623,api-0002.json,38af0a692f47dd0e0f877f0755838efb112a45ca8056c4a3c50ec9de6e1f6109
1222,20260502,24,115,4081,182844,2896800,124243558000,1000,124243558,api-0002.json,38af0a692f47dd0e0f877f0755838efb112a45ca8056c4a3c50ec9de6e1f6109
1223,20260509,16,103,3481,161967,2716882,122621163000,1000,122621163,api-0002.json,38af0a692f47dd0e0f877f0755838efb112a45ca8056c4a3c50ec9de6e1f6109
1224,20260516,12,70,3373,166726,2716244,121110408000,1000,121110408,api-0002.json,38af0a692f47dd0e0f877f0755838efb112a45ca8056c4a3c50ec9de6e1f6109
1225,20260523,13,76,3333,161090,2705194,120402887000,1000,120402887,api-0002.json,38af0a692f47dd0e0f877f0755838efb112a45ca8056c4a3c50ec9de6e1f6109
1226,20260530,10,75,3557,171525,2803464,120259943000,1000,120259943,api-0002.json,38af0a692f47dd0e0f877f0755838efb112a45ca8056c4a3c50ec9de6e1f6109
1227,20260606,11,70,3042,151881,2523341,118882558000,1000,118882558,api-0002.json,38af0a692f47dd0e0f877f0755838efb112a45ca8056c4a3c50ec9de6e1f6109
1228,20260613,11,83,2836,147604,2514073,119052273000,1000,119052273,api-0001.json,50f487e857b6b45f4dcf591facf710dc0a71c0d6c5ee50de2db956b4fd658471
1229,20260620,8,89,2925,152290,2583834,116155532000,1000,116155532,api-0001.json,50f487e857b6b45f4dcf591facf710dc0a71c0d6c5ee50de2db956b4fd658471
1230,20260627,16,90,3336,168902,2770957,120177677000,1000,120177677,api-0001.json,50f487e857b6b45f4dcf591facf710dc0a71c0d6c5ee50de2db956b4fd658471
1231,20260704,17,92,3329,162821,2686693,118084580000,1000,118084580,api-0001.json,50f487e857b6b45f4dcf591facf710dc0a71c0d6c5ee50de2db956b4fd658471
1232,20260711,11,92,2984,149349,2539242,114636304000,1000,114636304,api-0001.json,50f487e857b6b45f4dcf591facf710dc0a71c0d6c5ee50de2db956b4fd658471
1233,20260718,31,76,4438,185487,2833927,116159776000,1000,116159776,api-0001.json,50f487e857b6b45f4dcf591facf710dc0a71c0d6c5ee50de2db956b4fd658471
1234,20260725,18,71,2985,146684,2475581,115990429000,1000,115990429,api-0001.json,50f487e857b6b45f4dcf591facf710dc0a71c0d6c5ee50de2db956b4fd658471
1235,20260801,9,82,2859,154048,2585719,115445069000,1000,115445069,api-0001.json,50f487e857b6b45f4dcf591facf710dc0a71c0d6c5ee50de2db956b4fd658471
1236,20260808,11,84,3371,161927,2624850,114070835000,1000,114070835,api-0001.json,50f487e857b6b45f4dcf591facf710dc0a71c0d6c5ee50de2db956b4fd658471
1237,20260815,23,75,3745,172132,2663409,118363161000,1000,118363161,api-0001.json,50f487e857b6b45f4dcf591facf710dc0a71c0d6c5ee50de2db956b4fd658471
